name,founded_date,location,category,target_client,business_model,description,main_url,twitter_url,angellist_url,crunchbase_url,linkedin_url,facebook_url,legalio_url,all_tags,status,
MyLawNow,2016,Baltimore,Analytics,n/a,n/a,"MyLawNow allows clients to schedule and conduct on-demand, face-to-face video consultations with attorneys on their time via mobile devices.",n/a,https://twitter.com/mylawnow,https://angel.co/company/mylawnow,n/a,https://www.linkedin.com/company/mylawnow/,https://www.facebook.com/mylawnow/,n/a,"Legal, Legal Tech, Video on Demand",active,
Legal Chrome,2014,"Chicago, IL, USA",Analytics,n/a,n/a,Legal Chrome provides big data analytics for legal professionals to speed up legal their case research with highly accurate and relevant cases.,n/a,n/a,https://angel.co/company/legal-chrome,n/a,n/a,n/a,n/a,n/a,inactive,
Tyche,2014,"New York, NY",Analytics,n/a,n/a,"Tyche aims to build predictive analytics for legal claim outcomes based on structured, proprietary settlement data by using public and proprietary data.",n/a,https://twitter.com/TycheRisk,https://angel.co/tyche,n/a,https://www.linkedin.com/company/tyche-risk,https://www.facebook.com/public/Tyche-Tyche?page=2,n/a,n/a,inactive,
Nventi,2014,"Berkeley, CA, USA",Analytics,n/a,n/a,Nventi is a legal technology startup that is leveraging cognitive and semantic research to analyze patent information for business and legal professionals.,n/a,https://twitter.com/nventi?lang=en,n/a,n/a,https://www.linkedin.com/company/nventi,n/a,n/a,n/a,inactive,
HourVoice,2015,Greater Chicago Area,Analytics,n/a,n/a,"A nascent ""worker empowerment platform."" In the free worker app, hourly workers can rate their employers, document their hours, and learn about their rights.",https:// hourly workers can rate their employers,https://twitter.com/hour_voice?lang=en,https://angel.co/company/hourvoice,https://www.crunchbase.com/organization/hourvoice,https://www.linkedin.com/company/hourvoice/,https://www.facebook.com/hourvoice/,n/a,n/a,active,
HaystackHQ,2011,"Brisbane, Australia",Analytics,n/a,n/a,"HaystackHQ is a browser-based visual analytics service for legal eDiscovery targeting regulatory agencies, tier-1 law firms & the Fortune 5000 companies they serve.",http://haystackhq.com/,n/a,https://angel.co/company/haystackhq,https://www.crunchbase.com/organization/haystackhq,https://www.linkedin.com/company/haystackhq,https://www.facebook.com/haystackdev,n/a,n/a,inactive,
Gracular,2015,"Columbia, MD, USA",Analytics,n/a,n/a,"Gracular Patent Analytics is a SaaS web-based solution that provides real-time patent analysis and data visualization to identify promising published patent applications and issued patents, and novel inventions.",https://gracular.com,https://twitter.com/granularag?lang=en,https://angel.co/company/granular-2,https://www.crunchbase.com/organization/granular,https://www.linkedin.com/company/gracular-inc-/,http://www.facebook.com/gracular,n/a,n/a,active,
Counterfeit.Technology,2014,"New York, NY, USA",Analytics,n/a,n/a,"We scan the Web for sites selling counterfeit versions of your proprietary products and then ask every major traffic sources to remove those sites. Now, their customers can't find them anymore. It's really that simple.",n/a,n/a,https://angel.co/company/counterfeit-technology,n/a,https://www.linkedin.com/company/counterfeit-technology/,n/a,n/a,n/a,active,
Immuta,2014,"College Park, MD",Analytics,n/a,n/a,"Immuta is a unified data platform for the world’s most secure organizations. Our technology frees data science teams to securely access and work with high-value data, all without having to worry about data access and usage policies.",https://www.immuta.com/,https://twitter.com/ImmutaData,https://angel.co/immuta,https://www.crunchbase.com/organization/immuta,http://www.linkedin.com/company/immuta/,https://www.facebook.com/immuta/,n/a,"data science, privacy, data governance",active,
TIQ,2014,Amsterdam,Analytics,n/a,n/a,"Create insights for growth with time capture technology. TIQ Time helps lawyers build a complete and consistent timesheet, helping firms to reduce leakage, increase their bottom-line and optimise insights and transparency in service delivery.",https://www.tiqtime.com/,https://twitter.com/tiqtime,n/a,https://www.crunchbase.com/organization/tiqtime,https://www.linkedin.com/company/tiq/about/,n/a,n/a,time capture,active,
PredictGov,2015,"Nashville, TN",Analytics,n/a,n/a,"Co-founded by John J. Nay, Oliver Goodenough, and J.B. Ruhl, PredictGov combines proprietary machine learning and natural language processing technologies with a deep knowledge of law and legal institutions to help lawyers and policy professionals.",n/a,https://twitter.com/PredictGov,n/a,n/a,https://www.linkedin.com/company/govpredict,n/a,n/a,n/a,inactive,
EasyDataMaps,2010,"Melbourne, Australia",Analytics,n/a,n/a,"Trusted by Fortune 1000 companies and their advisors, EasyDataMaps is award-winning web-based data mapping software and the easiest way for Information Professionals to rapidly create an Evergreen Organizational Data Map of their Information Assets.",https://easydatamaps.com/,https://twitter.com/easydatamaps?lang=en,https://angel.co/company/easydatamaps,https://www.crunchbase.com/organization/easydatamaps,https://www.linkedin.com/company/easydatamaps,n/a,n/a,n/a,acquired,
dealWIP Inc.,2017,"Brooklyn, NY",Analytics,n/a,n/a,"dealWIP is a cloud-based workflow and project management tool designed to help deal teams of every kind - corporate attorneys, investment bankers, accountants and other transaction advisors - conduct due diligence faster, more accurately, and more securely.",n/a,https://twitter.com/dealwip,https://angel.co/dealwip,n/a,https://cy.linkedin.com/company/dealwip,https://www.facebook.com/therealdealWIP/,n/a,"workflow, project management, due diligence",inactive,
Risk Genius,2016,"Overland Park, KS",Analytics,Companies,Legal Tech,"RiskGenius leverages patent pending Policy Analytics technology. Each insurance policy is separated into clauses, which are then categorized based on common industry terminology. Users can then instantly locate key clauses across one or more policies, streamlining the review process.",n/a,https://twitter.com/riskgenius,https://angel.co/company/riskgenius/jobs,n/a,https://www.linkedin.com/company/riskgenius,n/a,n/a,"ai, machine learning, insurance, analytics, contracts, policy",active,
Helm360,2009,"Poway, CA",Analytics,n/a,n/a,Helm360 specializes in business intelligence and analytics. Our consultants and solutions can be found globally.   Utilizing our deep understanding of BI and our extensive experience in the legal industry we created the Terminus Suite of Business Intelligence and Reporting Solutions products.,https://www.helm360.com,https://twitter.com/helm360,n/a,https://www.crunchbase.com/organization/helm360,https://www.linkedin.com/company/helm360,https://www.facebook.com/Helm360Solutions/,n/a,n/a,active,
MaxVal,2003,"Los Altos, CA",Analytics,n/a,n/a,"MaxVal develops cutting edge legaltech solutions for the IP community. MaxVal's premier product, SymphonyIAM brings all facets of IP management onto one stage. With powerful workflow automation and unprecedented access to global patent data, SymphonyIAM helps you elevate your intellectual asset management.",n/a,https://twitter.com/maxval_?lang=en,https://angel.co/company/maxval-technologies,n/a,https://www.linkedin.com/company/maxval-group-inc.,https://www.facebook.com/MaxValGroup,n/a,"patent, ip, iam, ipms, analytics, data, ip management",active,
Compendor GmbH,2015,Frankfurt am Main,Analytics,n/a,n/a,"Online knowledge based solutions. Compendor vision is to combine the knowledge and expertise of lawyers, bankers, and compliance specialists, into an online solution. Using Decision trees as the foundation for the Compendor proposition, and the start of a new way of mastering regulatory changes by Financial Institutions.",https://www.compendor.de,n/a,n/a,https://www.crunchbase.com/organization/compendor,https://www.linkedin.com/company/compendor-gmbh,n/a,n/a,6,active,
Greenhouse,2014,"New York City, NY",Analytics,n/a,n/a,"Greenhouse is a free browser extension for Chrome, Safari, and Firefox that exposes the role money plays in Congress and highlights key election races. Displays on any web page detailed campaign contribution data for every Senator and Representative, including total amount received and breakdown by industry and by size of donation.",https://allaregreen.us/,https://twitter.com/Greenhouse,https://angel.co/company/greenhouse,https://www.crunchbase.com/organization/greenhouse-software,https://www.linkedin.com/company/greenhouse-inc-,https://www.facebook.com/allaregreen,n/a,n/a,active,
CourtQuant,2018,London,Analytics,n/a,n/a,"CourtQuant is an AI startup based in London, growing out of a research project at the University of Cambridge. We predict litigation outcomes with high accuracy, analyse lawyers and select the best ones for individual cases and supply our clients with the litigation history of anyone who has ever appeared in court in the US and the England.",https://www.courtquant.com,N/A,N/A,N/A,https://www.linkedin.com/company/courtquant/,https://www.facebook.com/pages/CourtQuant/487048598410932,n/a,"insurtech, litigation funding, platform, litigation analytics, ai",active,
Clearlaw Inc.,2018,"Sunnyvale, CA",Analytics,n/a,n/a,"Clearlaw takes the tedium out of contract review, allowing in-house legal teams to close deals faster and focus resources on strategic initiatives. We provide a self-updating playbook to guide salespeople, contract managers, and attorneys throughout the negotiation process, giving them the data they need to make better decisions more quickly.",n/a,https://twitter.com/AIClearlaw,n/a,n/a,https://www.linkedin.com/company/clearlaw,https://www.facebook.com/pages/category/Software-Company/Clearlaw-AI-278098482746588/,n/a,n/a,inactive,
"Laboralisto, Inc.",2017,"San Diego, CA",Analytics,n/a,n/a,"Laboralisto helps companies manage labor litigation cases and guides them to more successful outcomes, reducing costs and time spent. Laboralisto is a Law firm agnostic and company-centric web platform designed to improve communications between HR and in-house/external counsel, generating data-driven reports for the key stakeholders of the company.",n/a,https://twitter.com/LaboralistoApp,https://angel.co/laboralisto,n/a,https://www.linkedin.com/company/laboralisto,https://www.facebook.com/Laboralisto,n/a,"latin america, labor litigation, legal analytics, insurtech, legal tech",active,
Apperio,2011,"London, England",Analytics,n/a,n/a,"Apperio provides corporate legal departments and law firms with unparalleled control and visibility when managing internal budgets and external spend.  Apperio provides a live view of your legal spend that means you can monitor and manage individual matters in real-time, analyse your overall spend and benchmark law firms performance to drive cost efficiency.",https://www.apperio.com,https://twitter.com/apperioltd,https://angel.co/company/apperio,https://www.crunchbase.com/organization/apperio,https://www.linkedin.com/company/apperio/,https://www.facebook.com/ApperioLtd/,n/a,"spend analytics, forecasting, budget management",active,
Digital DNA Group,2012,New York,Analytics,n/a,n/a,"The Digital DNA Group was formed by an elite team of cybersecurity and forensics experts.  The Digital DNA Group is shaping the future of digital forensics with an integrated platform that combines forensic data collection, collaboration and an advanced case management platform. Our product, Rocket Cloud, allows you to create Forensics-as-a-Service (FaaS) for your business.",https://www.digitaldnagroup.com,https://twitter.com/digitaldnagroup,https://angel.co/company/roi-dna,https://www.crunchbase.com/organization/digital-dna-b86a,https://www.linkedin.com/company/digitaldnagroup,https://www.facebook.com/DigitalDNA1,n/a,#forensics #investigations #e-discovery #forensiccollection #collections,active,
ThoughtRiver Ltd.,2016,"London, England",Analytics,n/a,n/a,ThoughtRiver addresses a fundamental problem for lawyers: you simply don’t know which part of a contract to focus on without reading it all.   Our pre-screening tool understands the complex information present in a contract and compares your contractural positions against a bespoke playbook. This is rolled up into a single recommended action that a business user or lawyer can easily act upon.,https://www.thoughtriver.com,https://twitter.com/ThoughtRiverCI,n/a,https://www.crunchbase.com/organization/thoughtriver,https://www.linkedin.com/company/thoughtriver,https://www.facebook.com/ThoughtRiver1,n/a,legaltech; contract review; pre-screening; ai; nlp; risk analysis,active,
Intraspexion Inc.,2015,Seattle area,Analytics,n/a,n/a,"Litigating is a costly game where even winners are losers. The all-in cost is about $350,000 per case. Using Deep Learning algorithms, we've invented a patented software system so corporate counsel can see the risk of litigation in its own internal communications, e.g., emails. The ability to see the risk enables investigation and prevention. We have tiered pricing and we're just getting started.",n/a,n/a,n/a,n/a,https://www.linkedin.com/company/intraspexion/,https://www.facebook.com/pages/Intraspexion-Inc/1489099628050106,n/a,n/a,active,
RAVN Systems,2010,"London, England",Analytics,Service Providers,n/a,"RAVN Systems are experts in Artificial Intelligence, next generation Enterprise Search, Graph Search and Knowledge Management solutions. Their revolutionary technology allows firms to drive radical changes through the intelligent adoption and application of technology. Discover how our revolutionary technologies can improve margins, mitigate risk and ensure compliance with data retention policies.",https://www.ravn.co.uk/,https://twitter.com/RavnSearch,https://angel.co/company/ravn-systems,https://www.crunchbase.com/organization/ravn-systems,http://www.linkedin.com/company/ravn-systems,http://www.facebook.com/pages/Ravn-Systems/170808959641480,n/a,"artificial intelligence, enterprise search, knowledge management, graph search",acquired,
lawgarithm,2018,"Paris, France",Analytics,n/a,n/a,"We believe that companies and employees could achieve more than the current world will let them.  We believe we should be part of making things move faster and better.   This is why we have designed Lawgarithm, a high added-value, user friendly solution: using artificial intelligence and collaborative features, we allow companies to better prepare, review, negotiate, execute and manage their contracts.",https://www.lawgarithm.net,https://twitter.com/Lawgarithm_Inc,n/a,https://www.crunchbase.com/organization/lawgarithm,https://pk.linkedin.com/company/lawgarithm?trk=recent-update_see-all,https://www.facebook.com/Lawgarithm.net/,n/a,legaltech artificial intelligence contract management document automation analytics,active,
